spread,miles_feature,h,weeks,b,p
HO_M2M3,P5_MILES_SURPRISE,2,52,-0.0008041998813620862,0.7396844275074856
HO_M2M3,P5_MILES_CHG1,2,52,-8.005546360190957,0.026647071639065545
HO_M2M3,P5_MILES_CHG4,2,52,-1.840971404282002,0.2526317092881476
HO_M2M3,P5_MILES_VS_8W,2,52,0.09834297948694837,0.9583579230836694
HO_M2M3,BOTH_MILES_SURPRISE,2,52,-0.0004573931339982889,0.4986035028422241
HO_M2M3,BOTH_MILES_CHG1,2,52,-3.9109611573696244,0.15347011915310257
HO_M2M3,BOTH_MILES_CHG4,2,52,-0.7802946398347606,0.5237153781193629
HO_M2M3,BOTH_MILES_VS_8W,2,52,0.5781489346346828,0.7425692409917282
HO_M2M3,P5_MILES_SURPRISE,4,52,-0.0014639263857148832,0.5892699128194956
HO_M2M3,P5_MILES_CHG1,4,52,-10.055635440943352,0.013711471552770015
HO_M2M3,P5_MILES_CHG4,4,52,3.5628108339834275,0.20552272750816947
HO_M2M3,P5_MILES_VS_8W,4,52,5.812585586301129,0.1419093304148134
HO_M2M3,BOTH_MILES_SURPRISE,4,52,-0.0011376088750808054,0.25994625211982836
HO_M2M3,BOTH_MILES_CHG1,4,52,-5.722732488508455,0.15954507552076502
HO_M2M3,BOTH_MILES_CHG4,4,52,2.322379758715872,0.4439686553511917
HO_M2M3,BOTH_MILES_VS_8W,4,52,4.766274193512804,0.2467201320051997
WTI_M1M2,P5_MILES_SURPRISE,1,52,-0.0012730223145518667,0.06727361298984724
WTI_M1M2,P5_MILES_CHG1,1,52,0.2825599362616691,0.865623409678384
WTI_M1M2,P5_MILES_CHG4,1,52,0.09867293959794457,0.8798043732585114
WTI_M1M2,P5_MILES_VS_8W,1,52,0.5120288562277004,0.3555650066047248
WTI_M1M2,BOTH_MILES_SURPRISE,1,52,-0.0007163195911590596,0.0010375961132370105
WTI_M1M2,BOTH_MILES_CHG1,1,52,-1.6799884282767032,0.2892851567135055
WTI_M1M2,BOTH_MILES_CHG4,1,52,-0.29821359009259624,0.46954831436902733
WTI_M1M2,BOTH_MILES_VS_8W,1,52,0.2162695544815233,0.6916235927844734
WTI_M1M2,P5_MILES_SURPRISE,2,52,-0.0021794971552425743,0.08665826378075585
WTI_M1M2,P5_MILES_CHG1,2,52,-0.4707742644427717,0.8646785030749863
WTI_M1M2,P5_MILES_CHG4,2,52,0.20972695748876585,0.8420860524552318
WTI_M1M2,P5_MILES_VS_8W,2,52,1.0812102616296921,0.26529417801102184
WTI_M1M2,BOTH_MILES_SURPRISE,2,52,-0.0011417931488932663,0.00025081898229984393
WTI_M1M2,BOTH_MILES_CHG1,2,52,-3.5820850981427124,0.07735401885548641
WTI_M1M2,BOTH_MILES_CHG4,2,52,0.0411215987980547,0.9467564072869143
WTI_M1M2,BOTH_MILES_VS_8W,2,52,1.0133932387605824,0.29733072422174134
