period,duoarea,area-name,product,product-name,process,process-name,series,series-description,value,units
1996-09,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
1996-10,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
1996-10,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
1996-11,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
1996-11,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
1996-12,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
1996-12,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
1997-01,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
1997-01,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
1997-02,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
1997-02,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
1997-03,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
1997-03,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
1997-04,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
1997-04,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
1997-05,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
1997-05,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
1997-06,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
1997-06,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
1997-07,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
1997-07,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
1997-08,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
1997-08,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
1997-09,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),75,MBBL
1997-09,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),3,MBBL/D
1997-10,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
1997-10,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
1997-11,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
1997-11,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
1997-12,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
1997-12,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
1998-01,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
1998-01,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
1998-02,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
1998-02,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
1998-03,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
1998-03,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
1998-04,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
1998-04,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
1998-05,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
1998-05,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
1998-06,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
1998-06,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
1998-07,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
1998-07,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
1998-08,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
1998-08,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
1998-09,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
1998-09,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
1998-10,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
1998-10,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
1998-11,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
1998-11,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
1998-12,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
1998-12,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
1999-01,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
1999-01,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
1999-02,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
1999-02,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
1999-03,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
1999-03,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
1999-04,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
1999-04,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
1999-05,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
1999-05,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
1999-06,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
1999-06,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
1999-07,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
1999-07,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
1999-08,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
1999-08,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
1999-09,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
1999-09,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
1999-10,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
1999-10,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
1999-11,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
1999-11,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
1999-12,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
1999-12,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2000-01,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2000-01,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2000-02,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2000-02,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2000-03,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2000-03,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2000-04,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2000-04,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2000-05,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2000-05,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2000-06,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2000-06,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2000-07,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2000-07,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2000-08,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2000-08,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2000-09,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2000-09,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2000-10,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2000-10,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2000-11,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2000-11,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2000-12,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2000-12,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2001-01,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2001-01,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2001-02,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2001-02,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2001-03,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2001-03,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2001-04,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2001-04,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2001-05,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2001-05,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2001-06,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2001-06,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2001-07,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2001-07,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2001-08,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2001-08,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2001-09,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2001-09,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2001-10,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2001-10,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2001-11,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2001-11,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2001-12,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2001-12,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2002-01,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2002-01,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2002-02,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2002-02,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2002-03,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2002-03,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
